"Anon_Clara_1864" "Barclay_Ladies_1917" "Bennet_Babylon_1902" "Blackmore_Erema_1877" "Burnett_Garden_1911" "Cbronte_Jane_1847" "Chesterton_Innocence_1911" "Conrad_Almayer_1895" "Corelli_Innocent_1914" "Dickens_Bleak_1853" "Doyle_Hound_1902" "Eliot_Adam_1859" "Ford_Girl_1907" "Forster_Angels_1905" "Galsworthy_Man_1906" "Gaskell_Lovers_1863" "Gissing_Unclassed_1884" "Haggard_Mines_1885" "Hardy_Jude_1895" "James_Ambassadors_1903" "Kipling_Captains_1896" "Lawrence_Peacock_1911" "Lee_Albany_1884" "Lytton_Kenelm_1873" "Meredith_Feverel_1859" "Morris_Roots_1890" "Schreiner_Farm_1883" "Stevenson_Arrow_1888" "Thackeray_Esmond_1852" "Trollope_Phineas_1869" "Ward_Ashe_1905" "Wcollins_Basil_1852" "Woolf_Lighthouse_1927"
"learning" 0.00457719438327391 0.00327300101463031 0.00146797610134907 0.00119852341914761 0.00493510339041603 0.0026721249271846 0.00126460620162881 0 0.000788749280266282 0.00112503339942905 0 0.0032460456208526 0 0.00200436952556573 0 0.00941053457064436 0.00160112719354426 0.00363759821515181 0.00893446228282384 0.00243057665431124 0.00565067525569306 0.000804867840700557 0.00318532203605785 0.0067890435282137 0 0.00194445344654373 0.00396939595717022 0 0.00803075242796415 0.00341224465035866 0.00207934791649339 0.0034346556757685 0.00143560589746903
"opinions" 0.00254288576848551 0 0 0.00898892564360708 0.00123377584760401 0.00106884997087384 0.00379381860488644 0 0.00315499712106513 0.00478139194757344 0 0.00370976642383154 0.00860659264996988 0.0060131085766972 0.0018287553491094 0.00365965233302836 0.00240169079031638 0 0.0054981306355839 0.00121528832715562 0 0.000804867840700557 0.00318532203605785 0.0088779799984333 0 0 0.000992348989292554 0 0.00107076699039522 0.00568707441726444 0.00346557986082231 0.00429331959471063 0
"cloak" 0.00559434869066812 0.021274506595097 0 0.00179778512872142 0.00493510339041603 0.0122917746650491 0.0139106682179169 0 0.00394374640133141 0.00534390864728797 0 0.00370976642383154 0 0.00200436952556573 0.00365751069821879 0.0318912560449614 0.00160112719354426 0.00848772916868755 0.00206179898834396 0 0 0.00402433920350278 0.00318532203605785 0.0010444682351098 0.00296140109808753 0.00324075574423956 0.00893114090363299 0.00872285012897357 0.00160615048559283 0.000379138294484296 0.0103967395824669 0.00257599175682638 0.0100492412822832
"lodgings" 0.00559434869066812 0 0 0.00599261709573805 0 0 0 0 0 0.00253132514871535 0 0 0.00573772843331325 0.00200436952556573 0 0.00156842242844073 0.0208146535160753 0 0.0192434572245437 0 0 0.000804867840700557 0.00318532203605785 0.0036556388228843 0.00769964285502757 0 0.00198469797858511 0 0.0053538349519761 0.00758276588968592 0 0.000858663918942126 0.00143560589746903
"provided" 0.00356004007587971 0.000818250253657579 0.00587190440539628 0.00179778512872142 0.00123377584760401 0.00534424985436919 0.00126460620162881 0 0.00236624784079885 0.00309384184842988 0.00168197261748579 0.00231860401489471 0.0114754568666265 0.0060131085766972 0.00548626604732819 0.00418245980917527 0.00480338158063277 0.00242506547676787 0.00343633164723994 0.00243057665431124 0 0.000804867840700557 0.00796330509014461 0.0067890435282137 0.00414596153732254 0 0 0 0.0053538349519761 0.00189569147242148 0.00277246388865785 0.00515198351365276 0.00143560589746903
"attack" 0.00203430861478841 0 0.00587190440539628 0.00299630854786903 0 0.00106884997087384 0.00379381860488644 0 0.00157749856053256 0.000562516699714523 0 0 0.00286886421665663 0.00200436952556573 0.000914377674554698 0.00261403738073454 0.00160112719354426 0.018187991075759 0.000687266329447988 0.000607644163577809 0 0.00160973568140111 0.00477798305408677 0.0026111705877745 0.000592280219617505 0 0.00198469797858511 0.0149534573639547 0.00749536893276654 0.00909931906762311 0.0055449277773157 0.00601064743259488 0.00143560589746903
"double" 0.00762865730545652 0.00327300101463031 0.00293595220269814 0.00599261709573805 0 0.00534424985436919 0.00505842480651525 0.00158977456996598 0.00315499712106513 0.00309384184842988 0.00336394523497157 0.00649209124170519 0 0.00200436952556573 0.00640064372188289 0.00156842242844073 0 0.00606266369191968 0.0054981306355839 0.00243057665431124 0.0150684673485148 0.00160973568140111 0.00477798305408677 0.0026111705877745 0.00355368131770503 0.0058333603396312 0.00198469797858511 0.00623060723498112 0.00267691747598805 0.00227482976690578 0.00207934791649339 0.00171732783788425 0
"europe" 0.00254288576848551 0 0.0366994025337267 0.00179778512872142 0.00123377584760401 0.00374097489805843 0.00505842480651525 0.0127181965597278 0.000788749280266282 0.00140629174928631 0.00168197261748579 0.000463720802978942 0.0200820495165964 0.0100218476278287 0 0.000522807476146909 0 0.00121253273838394 0.000687266329447988 0.0133681715987118 0.00941779209282176 0 0.00318532203605785 0.0031334047053294 0.00236912087847002 0 0.00396939595717022 0.00124612144699622 0.0117784368943474 0.00189569147242148 0.00138623194432893 0 0
"friend^s" 0.000508577153697102 0 0 0.00119852341914761 0 0.00213769994174768 0.00379381860488644 0.00635909827986392 0.00157749856053256 0.00168755009914357 0.00840986308742894 0.00139116240893683 0 0 0.00365751069821879 0.00156842242844073 0.0112078903548098 0 0.00274906531779195 0.025521054870268 0.00188355841856435 0 0.00318532203605785 0.0057445752931039 0.00355368131770503 0.00194445344654373 0 0 0.0053538349519761 0.00682448930071733 0 0.00257599175682638 0
"lesson" 0.0010171543073942 0.00736425228291821 0.00293595220269814 0.00359557025744283 0 0.00427539988349535 0 0 0.00157749856053256 0.00337510019828714 0 0.00463720802978942 0.00573772843331325 0.00400873905113147 0 0.00365965233302836 0.000800563596772128 0.00242506547676787 0.00343633164723994 0.00182293249073343 0.00188355841856435 0 0.00318532203605785 0.0015667023526647 0.00355368131770503 0.000648151148847911 0 0.00249224289399245 0.00160615048559283 0.00341224465035866 0.000693115972164463 0.00429331959471063 0
"niece" 0.0015257314610913 0 0 0 0 0.000534424985436919 0 0 0 0.00168755009914357 0 0.00741953284766308 0 0.00400873905113147 0.0018287553491094 0.00104561495229382 0.00160112719354426 0 0.000687266329447988 0.00182293249073343 0 0 0.00477798305408677 0.020889364702196 0.00414596153732254 0 0.00396939595717022 0.00249224289399245 0 0.00796190418417022 0.00277246388865785 0 0
"shouted" 0.0010171543073942 0.000818250253657579 0.00440392830404721 0.00898892564360708 0.00863643093322805 0.00106884997087384 0.00632303100814406 0.0222568439795237 0.00473249568159769 0 0 0.00185488321191577 0 0.0180393257300916 0.0018287553491094 0.00365965233302836 0 0.0109127946454554 0.000687266329447988 0 0.0508560773012375 0.0136827532919095 0.00159266101802892 0 0.00651508241579256 0.0162037787211978 0.000992348989292554 0.00996897157596979 0.00107076699039522 0.000379138294484296 0.00138623194432893 0 0.00430681769240708
"swear" 0.00254288576848551 0.000818250253657579 0.0146797610134907 0.00419483196701664 0 0.00320654991262151 0.0151752744195458 0.00317954913993196 0.00157749856053256 0.00112503339942905 0.0285935344972584 0.00185488321191577 0 0.00400873905113147 0.00457188837277349 0.00156842242844073 0.000800563596772128 0.00121253273838394 0.00343633164723994 0 0.0037671168371287 0.000804867840700557 0.00159266101802892 0.0010444682351098 0.0118456043923501 0.00777781378617494 0.000992348989292554 0.0274146718339169 0.00588921844717371 0.00568707441726444 0.00207934791649339 0.00257599175682638 0
"troubles" 0.00508577153697102 0 0.00146797610134907 0.00958818735318088 0.00370132754281202 0.00160327495631076 0 0 0.00157749856053256 0.00112503339942905 0 0.00417348722681048 0.00286886421665663 0.00200436952556573 0.00640064372188289 0.00104561495229382 0.00800563596772128 0 0.000687266329447988 0.000607644163577809 0 0 0.00318532203605785 0.0047001070579941 0 0.00324075574423956 0.00297704696787766 0.00124612144699622 0.00214153398079044 0.00454965953381155 0.000693115972164463 0.00171732783788425 0
"warburton" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ignorance" 0.00712008015175942 0 0.00146797610134907 0.00419483196701664 0.00123377584760401 0.00374097489805843 0.00126460620162881 0.00158977456996598 0.000788749280266282 0.00168755009914357 0 0.00370976642383154 0.00573772843331325 0.00200436952556573 0.00548626604732819 0.00522807476146909 0.00400281798386064 0 0.00137453265889598 0.00607644163577809 0 0.000804867840700557 0.00796330509014461 0.0041778729404392 0.00177684065885252 0 0.00198469797858511 0.00124612144699622 0.00267691747598805 0.00265396806139007 0.00138623194432893 0.00257599175682638 0.00430681769240708
"setting" 0.00559434869066812 0.00409125126828789 0 0.00479409367659044 0.00123377584760401 0.00427539988349535 0.00632303100814406 0.00794887284982989 0.00552124496186397 0.00393761689800166 0.00504591785245736 0.00881069525659991 0 0 0.00365751069821879 0.00836491961835054 0.00160112719354426 0.00606266369191968 0.00274906531779195 0.00182293249073343 0.0037671168371287 0.00321947136280223 0.00159266101802892 0.0026111705877745 0.00236912087847002 0.00194445344654373 0.00198469797858511 0.00373836434098867 0.00374768446638327 0.00113741488345289 0.00277246388865785 0.00601064743259488 0.00430681769240708
"sharply" 0.00356004007587971 0.00490950152194547 0.0146797610134907 0.00179778512872142 0.00493510339041603 0.00213769994174768 0.0126460620162881 0.00635909827986392 0.00552124496186397 0.00253132514871535 0.00504591785245736 0.00185488321191577 0.00860659264996988 0.00200436952556573 0.00822939907099228 0.00365965233302836 0.00480338158063277 0.00363759821515181 0.00206179898834396 0.00911466245366713 0 0.0112681497698078 0.00159266101802892 0.0005222341175549 0.00118456043923501 0.00194445344654373 0.00297704696787766 0.00872285012897357 0.00107076699039522 0.00227482976690578 0.0152485513876182 0.000858663918942126 0.00717802948734513
"swept" 0.00305146292218261 0.00163650050731516 0.00587190440539628 0.00659187880531186 0.00863643093322805 0.00908522475242762 0.0164398806211746 0.00158977456996598 0.00788749280266282 0.00112503339942905 0.00840986308742894 0.00185488321191577 0.00860659264996988 0.0160349562045259 0.00274313302366409 0.00209122990458764 0.00480338158063277 0.00242506547676787 0.00206179898834396 0.000607644163577809 0.00565067525569306 0.01448762113261 0 0.0026111705877745 0.00177684065885252 0.00712966263732702 0 0.00623060723498112 0.00160615048559283 0.000379138294484296 0.00970362361030247 0.000858663918942126 0.00861363538481416
"clasped" 0.00254288576848551 0.0302752593853304 0.00293595220269814 0.00119852341914761 0.00123377584760401 0.00160327495631076 0 0.00635909827986392 0.00946499136319538 0.00337510019828714 0 0.0032460456208526 0.00860659264996988 0.00200436952556573 0.00548626604732819 0.00156842242844073 0.00240169079031638 0.00363759821515181 0.00412359797668793 0.00121528832715562 0 0.00402433920350278 0 0.0020889364702196 0.00355368131770503 0 0.00595409393575533 0.00249224289399245 0.00214153398079044 0 0.00762427569380909 0.0034346556757685 0.00574242358987611
"fill" 0.00254288576848551 0.00245475076097274 0.00293595220269814 0.00419483196701664 0.00246755169520801 0.00374097489805843 0.00252921240325763 0.00317954913993196 0.000788749280266282 0.00168755009914357 0.00168197261748579 0.00370976642383154 0.00286886421665663 0.00400873905113147 0.00274313302366409 0.00418245980917527 0.00480338158063277 0.0109127946454554 0.00206179898834396 0.00303822081788904 0.0037671168371287 0.00321947136280223 0.00318532203605785 0.0005222341175549 0.00414596153732254 0.00324075574423956 0.00496174494646277 0.00124612144699622 0.00214153398079044 0.00341224465035866 0.00346557986082231 0.00171732783788425 0.00574242358987611
"hit" 0.00356004007587971 0 0.00146797610134907 0.00299630854786903 0 0.00213769994174768 0.00505842480651525 0 0.000788749280266282 0.000281258349857261 0.00168197261748579 0.00231860401489471 0.00860659264996988 0 0.00365751069821879 0.00418245980917527 0.00560394517740489 0.0109127946454554 0.00206179898834396 0.00486115330862247 0.00941779209282176 0.00482920704420334 0 0.0031334047053294 0.00592280219617505 0.00388890689308747 0.000992348989292554 0.00249224289399245 0.00214153398079044 0.00341224465035866 0.00346557986082231 0.000858663918942126 0
"jumped" 0.00559434869066812 0.000818250253657579 0.0117438088107926 0.00419483196701664 0.00987020678083206 0.00213769994174768 0.00758763720977288 0.00794887284982989 0.00236624784079885 0 0 0.00370976642383154 0.00286886421665663 0.00200436952556573 0 0.00104561495229382 0.000800563596772128 0.00727519643030362 0.0116835276006158 0.00303822081788904 0.00941779209282176 0.0136827532919095 0 0.0010444682351098 0.00592280219617505 0 0.00496174494646277 0 0.00267691747598805 0.00113741488345289 0.00346557986082231 0.00257599175682638 0.00287121179493805
"thine" 0 0.0482767649657971 0 0 0.00123377584760401 0 0 0.00158977456996598 0 0.000281258349857261 0 0.00139116240893683 0 0 0 0.005750882237616 0 0.00848772916868755 0.000687266329447988 0 0.00188355841856435 0.000804867840700557 0 0.0026111705877745 0.00118456043923501 0.0576854522474641 0.00396939595717022 0.00249224289399245 0.00214153398079044 0 0 0 0
"amusement" 0.0010171543073942 0.00163650050731516 0.00440392830404721 0.000599261709573805 0.00123377584760401 0.00106884997087384 0 0.00158977456996598 0.00630999424213025 0.00112503339942905 0.00504591785245736 0.00231860401489471 0 0.0060131085766972 0.0018287553491094 0.00104561495229382 0.00400281798386064 0.00242506547676787 0.00137453265889598 0.00972230661724494 0.0037671168371287 0.0056340748849039 0.00159266101802892 0.0067890435282137 0.00473824175694004 0 0.00198469797858511 0.00249224289399245 0.00267691747598805 0.00227482976690578 0.0117829715267959 0.00515198351365276 0.00287121179493805
"guest" 0.0015257314610913 0.00327300101463031 0.0220196415202361 0.00179778512872142 0 0.00213769994174768 0.00885224341140169 0.00476932370989794 0.00630999424213025 0.00112503339942905 0.00336394523497157 0.000927441605957885 0 0.00400873905113147 0.00274313302366409 0.00470526728532218 0.000800563596772128 0 0.00274906531779195 0.00546879747220028 0 0.00241460352210167 0.00637064407211569 0.0088779799984333 0 0.0187963833165894 0.000992348989292554 0.00249224289399245 0.0133845873799403 0.00379138294484296 0.00970362361030247 0.000858663918942126 0
"majesty" 0.0010171543073942 0 0.00440392830404721 0.00179778512872142 0.00123377584760401 0.00160327495631076 0.00126460620162881 0 0.000788749280266282 0.00112503339942905 0 0 0 0.00200436952556573 0.0018287553491094 0.00156842242844073 0 0.00727519643030362 0 0.000607644163577809 0 0 0 0 0 0.000648151148847911 0 0 0.0449722135965992 0.00796190418417022 0 0.000858663918942126 0.00143560589746903
"marrying" 0.000508577153697102 0.000818250253657579 0 0.000599261709573805 0 0.00213769994174768 0.00126460620162881 0 0.00394374640133141 0.00168755009914357 0 0.00788325365064202 0.00286886421665663 0.0120262171533944 0.0018287553491094 0.00209122990458764 0.000800563596772128 0 0.0116835276006158 0.00303822081788904 0 0.00402433920350278 0.00477798305408677 0.0031334047053294 0.00296140109808753 0 0.00396939595717022 0 0.00267691747598805 0.00492879782829585 0.0055449277773157 0.00171732783788425 0.00430681769240708
"mass" 0.00457719438327391 0.00327300101463031 0 0.00359557025744283 0.00123377584760401 0.00641309982524303 0 0.0158977456996598 0.000788749280266282 0.000843775049571784 0 0.000463720802978942 0.0143443210832831 0 0.0018287553491094 0.00156842242844073 0.00160112719354426 0.0230381220292948 0.00274906531779195 0.00425350914504466 0.00753423367425741 0.00241460352210167 0.00796330509014461 0.0015667023526647 0.00177684065885252 0.000648151148847911 0 0.0523371007738414 0.00107076699039522 0 0.00623804374948016 0.00171732783788425 0.0114848471797522
"page" 0.00203430861478841 0.00654600202926063 0.00587190440539628 0 0 0.00480982486893227 0.00126460620162881 0 0.00315499712106513 0.00225006679885809 0.0134557809398863 0.00231860401489471 0.00286886421665663 0.00400873905113147 0.000914377674554698 0.00156842242844073 0.00400281798386064 0.00242506547676787 0.00206179898834396 0.00121528832715562 0.0037671168371287 0.00402433920350278 0.00955596610817354 0.0010444682351098 0.000592280219617505 0 0.00496174494646277 0.00623060723498112 0.0198091893223116 0.000379138294484296 0.0055449277773157 0.0163146144599004 0.0244053002569735
"rude" 0.010171543073942 0 0 0.00779040222445947 0.00493510339041603 0.0026721249271846 0.00632303100814406 0.00317954913993196 0.00394374640133141 0.000562516699714523 0.00504591785245736 0.00139116240893683 0.00286886421665663 0.0140305866789601 0.00365751069821879 0.00313684485688145 0.000800563596772128 0.00363759821515181 0.00137453265889598 0.00121528832715562 0 0.00160973568140111 0.00159266101802892 0.0057445752931039 0.00118456043923501 0 0 0.00872285012897357 0.00214153398079044 0 0.00346557986082231 0 0
"america" 0.00203430861478841 0 0.00733988050674535 0.0143822810297713 0 0 0.00126460620162881 0 0.000788749280266282 0.00168755009914357 0.0100918357049147 0 0.0286886421665663 0 0 0.000522807476146909 0.000800563596772128 0.00121253273838394 0.000687266329447988 0.00243057665431124 0.00941779209282176 0 0.00159266101802892 0.0005222341175549 0.00118456043923501 0 0.000992348989292554 0 0.00107076699039522 0.00151655317793718 0.0055449277773157 0 0
"strongly" 0.0122058516887304 0.00245475076097274 0.00440392830404721 0.00299630854786903 0.00370132754281202 0.00320654991262151 0 0.00158977456996598 0.00157749856053256 0.00590642534700249 0.00504591785245736 0.00973813686255779 0.00286886421665663 0 0.00822939907099228 0.00209122990458764 0.0144101447418983 0.00121253273838394 0.00137453265889598 0.00303822081788904 0 0.000804867840700557 0.00477798305408677 0.0041778729404392 0.00236912087847002 0.000648151148847911 0.00198469797858511 0.00373836434098867 0.00160615048559283 0.00606621271174874 0.00485181180515124 0.00429331959471063 0.00287121179493805
"altered" 0.00508577153697102 0 0.00146797610134907 0.00119852341914761 0 0.00320654991262151 0.00252921240325763 0.00317954913993196 0.00236624784079885 0.00506265029743071 0.00168197261748579 0.00417348722681048 0 0.00801747810226293 0.00365751069821879 0.00313684485688145 0.00480338158063277 0 0.00206179898834396 0.00486115330862247 0 0.00160973568140111 0.00159266101802892 0.0026111705877745 0.00355368131770503 0 0 0.00249224289399245 0.0053538349519761 0.00151655317793718 0.00346557986082231 0.0240425897303795 0.00717802948734513
"bradshaw" 0.000508577153697102 0 0.00146797610134907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00138623194432893 0 0
"cover" 0.00254288576848551 0.00245475076097274 0.00146797610134907 0.00239704683829522 0.00616887923802004 0.00374097489805843 0.00632303100814406 0.00953864741979587 0.00236624784079885 0.00140629174928631 0.00168197261748579 0.00278232481787365 0.00573772843331325 0.00400873905113147 0.00274313302366409 0.00261403738073454 0.00160112719354426 0.0169754583373751 0.00412359797668793 0.00729172996293371 0.00941779209282176 0.00724381056630501 0 0.0036556388228843 0.00118456043923501 0.00453705804193538 0.00893114090363299 0.0174457002579471 0.00428306796158088 0.00189569147242148 0.00138623194432893 0.000858663918942126 0.0157916648721593
"evident" 0.0010171543073942 0.00490950152194547 0.00293595220269814 0.00179778512872142 0.00246755169520801 0.00213769994174768 0.00379381860488644 0.0111284219897619 0.0086762420829291 0.00253132514871535 0.0201836714098294 0.00185488321191577 0 0 0.0018287553491094 0.005750882237616 0.00560394517740489 0.00727519643030362 0.00137453265889598 0.000607644163577809 0.00188355841856435 0.00241460352210167 0.00318532203605785 0.005222341175549 0.00296140109808753 0 0.00694644292504788 0.00373836434098867 0.00053538349519761 0.000758276588968592 0.00762427569380909 0.00257599175682638 0
"mistaken" 0.00508577153697102 0.00572775177560305 0.0117438088107926 0.00179778512872142 0.00246755169520801 0.00534424985436919 0.00252921240325763 0 0.00157749856053256 0.0036563585481444 0.00672789046994315 0.00278232481787365 0.00286886421665663 0.00200436952556573 0.00457188837277349 0.00209122990458764 0.00160112719354426 0.00121253273838394 0.00412359797668793 0.00182293249073343 0.0037671168371287 0.000804867840700557 0.00477798305408677 0.0062668094106588 0.00118456043923501 0 0 0.00124612144699622 0.00160615048559283 0.00227482976690578 0.000693115972164463 0.0034346556757685 0
"souls" 0.0010171543073942 0.00163650050731516 0.00146797610134907 0.00119852341914761 0.00123377584760401 0.00374097489805843 0.00632303100814406 0 0.00394374640133141 0.000843775049571784 0.00336394523497157 0.0120567408774525 0 0 0.000914377674554698 0.00156842242844073 0.000800563596772128 0 0.0054981306355839 0 0 0.00241460352210167 0.00318532203605785 0.0047001070579941 0.00236912087847002 0.00324075574423956 0.0119081878715107 0.00249224289399245 0.00053538349519761 0 0.00138623194432893 0.000858663918942126 0
"tells" 0.00305146292218261 0.00163650050731516 0.00587190440539628 0.00179778512872142 0.00123377584760401 0.00320654991262151 0.00252921240325763 0.00158977456996598 0.00315499712106513 0.00928152554528963 0 0.00649209124170519 0 0.00200436952556573 0.00914377674554698 0.00156842242844073 0.00240169079031638 0.00121253273838394 0.00206179898834396 0.00182293249073343 0 0.00241460352210167 0.0175192711983181 0.010444682351098 0.00651508241579256 0.00259260459539165 0.00992348989292554 0 0.00267691747598805 0.00872018077313881 0.00346557986082231 0 0
"we^ve" 0.000508577153697102 0 0.00293595220269814 0.000599261709573805 0.00740265508562404 0 0.00505842480651525 0 0.0086762420829291 0.000562516699714523 0.00504591785245736 0.0120567408774525 0.0114754568666265 0.0100218476278287 0.00457188837277349 0.00784211214220363 0.00320225438708851 0 0.0109962612711678 0.0121528832715562 0.0244862594413366 0.00804867840700557 0 0 0.00651508241579256 0 0.000992348989292554 0 0.00053538349519761 0.00227482976690578 0.00415869583298678 0.000858663918942126 0
"afford" 0.00762865730545652 0.00163650050731516 0.00440392830404721 0.00419483196701664 0.00123377584760401 0.00160327495631076 0.00126460620162881 0 0.00157749856053256 0.00281258349857261 0 0.00463720802978942 0.0114754568666265 0.00200436952556573 0.00457188837277349 0.000522807476146909 0.0088061995644934 0.00363759821515181 0.00962172861227183 0.00121528832715562 0.00188355841856435 0 0 0.0026111705877745 0.000592280219617505 0 0.00198469797858511 0 0.00321230097118566 0.00530793612278015 0 0.000858663918942126 0
"calls" 0.00508577153697102 0.00572775177560305 0 0.00479409367659044 0.00740265508562404 0.00480982486893227 0.00379381860488644 0.00794887284982989 0.000788749280266282 0.00506265029743071 0.00168197261748579 0.00278232481787365 0 0.00200436952556573 0.00365751069821879 0.00209122990458764 0.00240169079031638 0.00121253273838394 0.000687266329447988 0.000607644163577809 0.00188355841856435 0 0.00477798305408677 0.005222341175549 0.00592280219617505 0 0.000992348989292554 0.00249224289399245 0.00053538349519761 0.00341224465035866 0.000693115972164463 0.0034346556757685 0
"dislike" 0.00457719438327391 0 0 0.00359557025744283 0 0.00534424985436919 0.00505842480651525 0.00317954913993196 0.00315499712106513 0.000843775049571784 0 0.00231860401489471 0.00860659264996988 0.00200436952556573 0.00640064372188289 0.00418245980917527 0.00560394517740489 0.00121253273838394 0.0054981306355839 0.00121528832715562 0 0.000804867840700557 0.00637064407211569 0.0047001070579941 0.00177684065885252 0 0.000992348989292554 0 0.00160615048559283 0.00530793612278015 0.00762427569380909 0.00429331959471063 0.00287121179493805
"drunk" 0.00457719438327391 0 0.00293595220269814 0.000599261709573805 0.00246755169520801 0 0.00505842480651525 0.0127181965597278 0.00236624784079885 0.00281258349857261 0 0.00510092883276837 0 0.0060131085766972 0.00457188837277349 0.00365965233302836 0.00160112719354426 0.00727519643030362 0.00481086430613591 0.00121528832715562 0.00753423367425741 0.0128778854512089 0.00637064407211569 0.0036556388228843 0.00236912087847002 0.00518520919078329 0.00793879191434044 0.00872285012897357 0.0053538349519761 0.00303310635587437 0.00138623194432893 0.000858663918942126 0.00143560589746903
"maisie" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"milk" 0.00406861722957681 0.00245475076097274 0 0.00179778512872142 0.0135715343236441 0.00480982486893227 0.00252921240325763 0 0.00236624784079885 0.00140629174928631 0 0.00973813686255779 0 0.0180393257300916 0.00274313302366409 0.0177754541889949 0.00240169079031638 0.00848772916868755 0 0.000607644163577809 0.00188355841856435 0.0185119603361128 0 0.0041778729404392 0.00236912087847002 0.000648151148847911 0.0129005368608032 0 0.00053538349519761 0.00303310635587437 0.00207934791649339 0.000858663918942126 0.0143560589746903
"solid" 0.00406861722957681 0 0 0.00599261709573805 0 0.00374097489805843 0.00885224341140169 0.00476932370989794 0.00236624784079885 0.000562516699714523 0.00336394523497157 0.00278232481787365 0.00286886421665663 0.00801747810226293 0.00731502139643758 0.00104561495229382 0.000800563596772128 0.0121253273838394 0.00137453265889598 0.00243057665431124 0.0150684673485148 0.00482920704420334 0 0.0031334047053294 0.00296140109808753 0 0.00396939595717022 0.00872285012897357 0 0 0.00207934791649339 0.00171732783788425 0.00143560589746903
"tiny" 0.000508577153697102 0.00736425228291821 0.00587190440539628 0.000599261709573805 0.0259092927996842 0.00374097489805843 0.00505842480651525 0 0.00315499712106513 0.00140629174928631 0.00336394523497157 0.00417348722681048 0.00286886421665663 0.00801747810226293 0.00365751069821879 0.000522807476146909 0 0.00606266369191968 0 0 0.0188355841856435 0.0128778854512089 0.00318532203605785 0.0036556388228843 0.00177684065885252 0 0.0208393287751436 0 0 0 0.00485181180515124 0.000858663918942126 0.00143560589746903
"behaviour" 0.0015257314610913 0.00245475076097274 0.00293595220269814 0 0 0 0 0.00158977456996598 0.000788749280266282 0.00140629174928631 0 0.0032460456208526 0 0.0160349562045259 0.00365751069821879 0.00784211214220363 0.0088061995644934 0 0.000687266329447988 0.00364586498146685 0 0.000804867840700557 0.00796330509014461 0 0.00769964285502757 0 0 0.00124612144699622 0 0 0 0.00944530310836339 0.00143560589746903
"blessed" 0.0111886973813362 0.0638235197852911 0 0.00539335538616425 0 0.00106884997087384 0.00252921240325763 0 0.00315499712106513 0.00421887524785892 0 0.00788325365064202 0.00286886421665663 0.00801747810226293 0 0.00418245980917527 0.00240169079031638 0.00606266369191968 0.000687266329447988 0.00121528832715562 0.00188355841856435 0.00321947136280223 0 0.0020889364702196 0.00888420329426258 0.00194445344654373 0.00793879191434044 0.00623060723498112 0.0107076699039522 0.00341224465035866 0.00138623194432893 0 0.00143560589746903
"compelled" 0.00356004007587971 0.00245475076097274 0.00440392830404721 0.00779040222445947 0 0 0.00126460620162881 0 0.00236624784079885 0 0.00504591785245736 0.000463720802978942 0 0.00200436952556573 0.0018287553491094 0.005750882237616 0.00480338158063277 0 0.00755992962392786 0.000607644163577809 0 0.000804867840700557 0.00159266101802892 0.0083557458808784 0.00592280219617505 0.00129630229769582 0.00198469797858511 0 0.00214153398079044 0.00189569147242148 0.00138623194432893 0 0.00143560589746903
"considering" 0.00203430861478841 0 0.00293595220269814 0.00239704683829522 0.00123377584760401 0.00106884997087384 0 0 0.00552124496186397 0.00421887524785892 0.00168197261748579 0.00278232481787365 0.0200820495165964 0.00200436952556573 0.00274313302366409 0.00104561495229382 0.00160112719354426 0.00727519643030362 0.0054981306355839 0.00303822081788904 0 0.000804867840700557 0.00318532203605785 0.0041778729404392 0.00414596153732254 0 0.00198469797858511 0.00249224289399245 0.00107076699039522 0.00113741488345289 0.00138623194432893 0.00429331959471063 0.00861363538481416
"decision" 0.0015257314610913 0.00736425228291821 0.00146797610134907 0.00179778512872142 0.00123377584760401 0.00320654991262151 0.00379381860488644 0.00317954913993196 0.00157749856053256 0.00225006679885809 0.00504591785245736 0.00370976642383154 0 0.00400873905113147 0.00640064372188289 0.00418245980917527 0.00800563596772128 0.00242506547676787 0.00206179898834396 0.00486115330862247 0 0.00160973568140111 0.00637064407211569 0 0.00118456043923501 0 0 0.00124612144699622 0.00267691747598805 0.00720362759520163 0.00415869583298678 0.0034346556757685 0.00143560589746903
"hungry" 0.0015257314610913 0.00981900304389094 0.00587190440539628 0.00659187880531186 0.0222079652568721 0.00641309982524303 0 0.00794887284982989 0.00157749856053256 0.00225006679885809 0 0.00927441605957885 0 0.00200436952556573 0.00640064372188289 0.0104561495229382 0.00400281798386064 0.00970026190707149 0.00412359797668793 0.00121528832715562 0.0169520257670792 0.00160973568140111 0 0.0041778729404392 0.00473824175694004 0.00129630229769582 0.00595409393575533 0.00124612144699622 0.00107076699039522 0.000379138294484296 0.00346557986082231 0 0.00143560589746903
